,candidate_id,event_id,classification_type,manual_label,period,game_clock,shot_clock,player_a,player_a_name,player_b,player_b_name,notes
30,21500336-097-2,21500336-097,dribble-hand-off,FALSE,1,2:26,8.84,202323,Evan Turner,202340,Avery Bradley,
31,21500336-099-1,21500336-099,dribble-hand-off,TRUE,1,2:17,17.5,203110,Draymond Green,201939,Stephen Curry,
32,21500336-102-1,21500336-102,dribble-hand-off,FALSE,1,1:54,17,101135,David Lee,203482,Kelly Olynyk,
33,21500336-104-1,21500336-104,dribble-hand-off,TRUE,1,1:36,15.16,203482,Kelly Olynyk,203923,James Young,
34,21500336-106-1,21500336-106,dribble-hand-off,FALSE,1,1:23,18.76,203110,Draymond Green,201939,Stephen Curry,
35,21500336-106-2,21500336-106,dribble-hand-off,FALSE,1,1:23,18.2,201939,Stephen Curry,2733,Shaun Livingston,
36,21500336-106-3,21500336-106,dribble-hand-off,FALSE,1,1:22,17.99,2733,Shaun Livingston,201939,Stephen Curry,
37,21500336-106-4,21500336-106,dribble-hand-off,FALSE,1,1:18,13.57,201939,Stephen Curry,203110,Draymond Green,
38,21500336-110-1,21500336-110,dribble-hand-off,TRUE,1,0:54,19.12,101135,David Lee,202323,Evan Turner,FAKE
39,21500336-110-2,21500336-110,dribble-hand-off,FALSE,1,0:54,19.04,202323,Evan Turner,101135,David Lee,
40,21500336-110-3,21500336-110,dribble-hand-off,TRUE,1,0:52,17.24,101135,David Lee,203923,James Young,
41,21500336-112-1,21500336-112,dribble-hand-off,FALSE,1,0:38,14.98,201939,Stephen Curry,203110,Draymond Green,
42,21500336-133-1,21500336-133,dribble-hand-off,FALSE,2,11:32,12,203109,Jae Crowder,101135,David Lee,
43,21500336-135-1,21500336-135,dribble-hand-off,TRUE,2,11:12,10.47,201578,Marreese Speights,2571,Leandro Barbosa,
44,21500336-139-1,21500336-139,dribble-hand-off,TRUE,2,10:53,11.02,101135,David Lee,202323,Evan Turner,
45,21500336-146-1,21500336-146,dribble-hand-off,FALSE,2,9:44,19,203482,Kelly Olynyk,202323,Evan Turner,
46,21500336-147-1,21500336-147,dribble-hand-off,FALSE,2,9:30,20.03,2738,Andre Iguodala,2733,Shaun Livingston,
47,21500336-149-1,21500336-149,dribble-hand-off,FALSE,2,9:18,19.09,101135,David Lee,203482,Kelly Olynyk,
48,21500336-156-1,21500336-156,dribble-hand-off,FALSE,2,8:50,23,203482,Kelly Olynyk,203923,James Young,
49,21500336-163-1,21500336-163,dribble-hand-off,TRUE,2,8:39,20.16,202323,Evan Turner,203109,Jae Crowder,
50,21500336-163-2,21500336-163,dribble-hand-off,TRUE,2,8:37,18.68,203109,Jae Crowder,203923,James Young,
51,21500336-163-3,21500336-163,dribble-hand-off,TRUE,2,8:36,17.48,203923,James Young,101135,David Lee,
52,21500336-169-1,21500336-169,dribble-hand-off,TRUE,2,7:56,16.49,201578,Marreese Speights,2733,Shaun Livingston,
53,21500336-170-1,21500336-170,dribble-hand-off,FALSE,2,7:40,15.61,101135,David Lee,203096,Jared Sullinger,
54,21500336-173-1,21500336-173,dribble-hand-off,FALSE,2,7:29,19.66,2733,Shaun Livingston,203105,Festus Ezeli,
55,21500336-173-2,21500336-173,dribble-hand-off,FALSE,2,7:25,15.46,201578,Marreese Speights,2733,Shaun Livingston,
56,21500336-173-3,21500336-173,dribble-hand-off,FALSE,2,7:21,11.1,201578,Marreese Speights,2733,Shaun Livingston,
57,21500336-180-1,21500336-180,dribble-hand-off,FALSE,2,6:38,17.55,202738,Isaiah Thomas,203096,Jared Sullinger,
58,21500336-190-1,21500336-190,dribble-hand-off,FALSE,2,6:11,15.7,202738,Isaiah Thomas,101135,David Lee,
59,21500336-203-1,21500336-203,dribble-hand-off,FALSE,2,4:38,4.63,203096,Jared Sullinger,203109,Jae Crowder,
60,21500336-205-1,21500336-205,dribble-hand-off,FALSE,2,4:37,13.25,203096,Jared Sullinger,202738,Isaiah Thomas,
61,21500336-216-1,21500336-216,dribble-hand-off,TRUE,2,3:34,15.09,101161,Amir Johnson,202340,Avery Bradley,
62,21500336-233-1,21500336-233,dribble-hand-off,FALSE,2,3:03,17.06,201575,Brandon Rush,203110,Draymond Green,
63,21500336-245-1,21500336-245,dribble-hand-off,FALSE,2,2:15,19.98,202738,Isaiah Thomas,203109,Jae Crowder,
64,21500336-250-1,21500336-250,dribble-hand-off,TRUE,2,2:03,19.64,2571,Leandro Barbosa,201939,Stephen Curry,
65,21500336-267-1,21500336-267,dribble-hand-off,FALSE,2,0:57,10,203482,Kelly Olynyk,202738,Isaiah Thomas,
66,21500336-283-1,21500336-283,dribble-hand-off,TRUE,3,11:55,19.82,202738,Isaiah Thomas,202340,Avery Bradley,
67,21500336-285-1,21500336-285,dribble-hand-off,TRUE,3,11:40,15.85,203110,Draymond Green,201575,Brandon Rush,
68,21500336-285-2,21500336-285,dribble-hand-off,TRUE,3,11:38,13.76,201575,Brandon Rush,203546,Ian Clark,
69,21500336-286-1,21500336-286,dribble-hand-off,TRUE,3,11:18,13.03,203096,Jared Sullinger,202738,Isaiah Thomas,
70,21500336-295-1,21500336-295,dribble-hand-off,FALSE,3,10:21,14.27,202738,Isaiah Thomas,203096,Jared Sullinger,
71,21500336-295-2,21500336-295,dribble-hand-off,FALSE,3,10:21,14.04,203096,Jared Sullinger,202738,Isaiah Thomas,
72,21500336-297-1,21500336-297,dribble-hand-off,TRUE,3,9:48,18.27,202738,Isaiah Thomas,101161,Amir Johnson,
73,21500336-297-2,21500336-297,dribble-hand-off,FALSE,3,9:48,17.47,101161,Amir Johnson,202738,Isaiah Thomas,
74,21500336-306-1,21500336-306,dribble-hand-off,TRUE,3,9:09,19.31,202323,Evan Turner,101161,Amir Johnson,
75,21500336-310-1,21500336-310,dribble-hand-off,FALSE,3,8:37,24,202340,Avery Bradley,202323,Evan Turner,
76,21500336-324-1,21500336-324,dribble-hand-off,TRUE,3,7:54,17.09,202738,Isaiah Thomas,203109,Jae Crowder,
77,21500336-324-2,21500336-324,dribble-hand-off,FALSE,3,7:40,3.81,202738,Isaiah Thomas,203109,Jae Crowder,
78,21500336-333-1,21500336-333,dribble-hand-off,FALSE,3,7:08,19.13,101106,Andrew Bogut,203110,Draymond Green,
79,21500336-335-1,21500336-335,dribble-hand-off,FALSE,3,6:51,18.58,203096,Jared Sullinger,202738,Isaiah Thomas,
80,21500336-335-2,21500336-335,dribble-hand-off,FALSE,3,6:49,16.43,202738,Isaiah Thomas,203096,Jared Sullinger,
81,21500336-347-1,21500336-347,dribble-hand-off,FALSE,3,5:59,17.17,101106,Andrew Bogut,201939,Stephen Curry,
82,21500336-351-1,21500336-351,dribble-hand-off,FALSE,3,5:31,19.98,203482,Kelly Olynyk,202738,Isaiah Thomas,
83,21500336-354-1,21500336-354,dribble-hand-off,TRUE,3,5:32,20.62,202738,Isaiah Thomas,203482,Kelly Olynyk,
84,21500336-359-1,21500336-359,dribble-hand-off,TRUE,3,4:44,16.11,202738,Isaiah Thomas,203482,Kelly Olynyk,
85,21500336-359-2,21500336-359,dribble-hand-off,FALSE,3,4:43,14.99,203482,Kelly Olynyk,202738,Isaiah Thomas,
86,21500336-370-1,21500336-370,dribble-hand-off,TRUE,3,4:32,20.34,202738,Isaiah Thomas,203109,Jae Crowder,
87,21500336-387-1,21500336-387,dribble-hand-off,TRUE,3,3:31,12.63,203109,Jae Crowder,202738,Isaiah Thomas,
88,21500336-387-2,21500336-387,dribble-hand-off,FALSE,3,3:28,9.99,202738,Isaiah Thomas,203482,Kelly Olynyk,
89,21500336-405-1,21500336-405,dribble-hand-off,FALSE,3,2:29,13,203482,Kelly Olynyk,202323,Evan Turner,
90,21500336-409-1,21500336-409,dribble-hand-off,FALSE,3,2:08,21.66,2733,Shaun Livingston,2738,Andre Iguodala,
91,21500336-417-1,21500336-417,dribble-hand-off,FALSE,3,1:30,17.97,2738,Andre Iguodala,203110,Draymond Green,
92,21500336-417-2,21500336-417,dribble-hand-off,FALSE,3,1:21,9.26,2571,Leandro Barbosa,203110,Draymond Green,
93,21500336-419-1,21500336-419,dribble-hand-off,FALSE,3,0:51,11.68,2733,Shaun Livingston,2738,Andre Iguodala,
94,21500336-421-1,21500336-421,dribble-hand-off,FALSE,3,0:11,4.28,2733,Shaun Livingston,2571,Leandro Barbosa,
95,21500336-423-1,21500336-423,dribble-hand-off,FALSE,3,0:03,0,203482,Kelly Olynyk,203109,Jae Crowder,
96,21500336-428-1,21500336-428,dribble-hand-off,TRUE,4,11:51,16,203949,James Michael McAdoo,2738,Andre Iguodala,
97,21500336-428-2,21500336-428,dribble-hand-off,TRUE,4,11:50,14,2738,Andre Iguodala,2571,Leandro Barbosa,
98,21500336-434-1,21500336-434,dribble-hand-off,FALSE,4,11:12,17.07,101135,David Lee,203923,James Young,
99,21500336-434-2,21500336-434,dribble-hand-off,FALSE,4,11:11,15.37,203923,James Young,101135,David Lee,
100,21500336-435-1,21500336-435,dribble-hand-off,FALSE,4,10:50,14.99,2571,Leandro Barbosa,203105,Festus Ezeli,
101,21500336-435-2,21500336-435,dribble-hand-off,FALSE,4,10:48,13.23,2571,Leandro Barbosa,203105,Festus Ezeli,
102,21500336-435-3,21500336-435,dribble-hand-off,FALSE,4,10:48,13.23,203105,Festus Ezeli,2571,Leandro Barbosa,
103,21500336-438-1,21500336-438,dribble-hand-off,TRUE,4,10:36,18.46,101135,David Lee,202340,Avery Bradley,
104,21500336-438-2,21500336-438,dribble-hand-off,FALSE,4,10:34,17.14,202340,Avery Bradley,101135,David Lee,
105,21500336-438-3,21500336-438,dribble-hand-off,FALSE,4,10:34,16.98,101135,David Lee,203482,Kelly Olynyk,
106,21500336-443-2,21500336-443,dribble-hand-off,FALSE,4,10:09,17,203482,Kelly Olynyk,203923,James Young,
107,21500336-444-1,21500336-444,dribble-hand-off,TRUE,4,9:56,18.7,2738,Andre Iguodala,2733,Shaun Livingston,
108,21500336-463-1,21500336-463,dribble-hand-off,FALSE,4,8:48,18.19,201939,Stephen Curry,203110,Draymond Green,
109,21500336-467-1,21500336-467,dribble-hand-off,FALSE,4,8:19,16.27,202738,Isaiah Thomas,202323,Evan Turner,
110,21500336-473-1,21500336-473,dribble-hand-off,FALSE,4,7:42,11.6,201939,Stephen Curry,2733,Shaun Livingston,
111,21500336-475-1,21500336-475,dribble-hand-off,TRUE,4,7:38,19.83,202738,Isaiah Thomas,203482,Kelly Olynyk,
112,21500336-479-1,21500336-479,dribble-hand-off,FALSE,4,7:02,18.2,201939,Stephen Curry,203110,Draymond Green,
113,21500336-480-1,21500336-480,dribble-hand-off,TRUE,4,6:45,17.05,202738,Isaiah Thomas,203482,Kelly Olynyk,
114,21500336-488-1,21500336-488,dribble-hand-off,FALSE,4,6:24,15.64,202738,Isaiah Thomas,202340,Avery Bradley,
115,21500336-494-1,21500336-494,dribble-hand-off,TRUE,4,5:54,18.25,202738,Isaiah Thomas,203482,Kelly Olynyk,
116,21500336-494-2,21500336-494,dribble-hand-off,FALSE,4,5:54,17.61,203482,Kelly Olynyk,202738,Isaiah Thomas,
117,21500336-494-3,21500336-494,dribble-hand-off,FALSE,4,5:53,16.77,202738,Isaiah Thomas,203482,Kelly Olynyk,
118,21500336-500-1,21500336-500,dribble-hand-off,FALSE,4,5:29,16.14,202340,Avery Bradley,202738,Isaiah Thomas,
119,21500336-506-1,21500336-506,dribble-hand-off,FALSE,4,4:41,18,202738,Isaiah Thomas,203482,Kelly Olynyk,
120,21500336-513-1,21500336-513,dribble-hand-off,FALSE,4,4:27,18.71,2733,Shaun Livingston,203110,Draymond Green,
121,21500336-513-2,21500336-513,dribble-hand-off,TRUE,4,4:25,16.79,203110,Draymond Green,201939,Stephen Curry,
122,21500336-513-3,21500336-513,dribble-hand-off,FALSE,4,4:18,9.58,203105,Festus Ezeli,201939,Stephen Curry,
123,21500336-513-4,21500336-513,dribble-hand-off,FALSE,4,4:10,1.97,203105,Festus Ezeli,201939,Stephen Curry,
124,21500336-515-1,21500336-515,dribble-hand-off,TRUE,4,3:44,14.07,203110,Draymond Green,201939,Stephen Curry,moving screen
125,21500336-521-1,21500336-521,dribble-hand-off,FALSE,4,3:36,15.78,203096,Jared Sullinger,203109,Jae Crowder,
126,21500336-521-2,21500336-521,dribble-hand-off,FALSE,4,3:27,7.62,202738,Isaiah Thomas,203482,Kelly Olynyk,
127,21500336-532-1,21500336-532,dribble-hand-off,FALSE,4,2:39,16.37,203110,Draymond Green,2738,Andre Iguodala,
128,21500336-532-2,21500336-532,dribble-hand-off,FALSE,4,2:37,14.43,2738,Andre Iguodala,203110,Draymond Green,
129,21500336-532-3,21500336-532,dribble-hand-off,FALSE,4,2:34,11.78,201939,Stephen Curry,203110,Draymond Green,
130,21500336-532-4,21500336-532,dribble-hand-off,FALSE,4,2:34,11.7,203110,Draymond Green,201939,Stephen Curry,
131,21500336-547-1,21500336-547,dribble-hand-off,FALSE,4,1:18,17.3,201939,Stephen Curry,203110,Draymond Green,
132,21500336-547-2,21500336-547,dribble-hand-off,FALSE,4,1:18,17.22,203110,Draymond Green,201939,Stephen Curry,
133,21500336-547-3,21500336-547,dribble-hand-off,FALSE,4,1:18,16.99,201939,Stephen Curry,203110,Draymond Green,
134,21500336-547-4,21500336-547,dribble-hand-off,FALSE,4,1:17,16.44,203110,Draymond Green,201939,Stephen Curry,
135,21500336-547-5,21500336-547,dribble-hand-off,FALSE,4,1:17,15.98,201939,Stephen Curry,203110,Draymond Green,
136,21500336-558-1,21500336-558,dribble-hand-off,TRUE,4,1:14,20.96,203482,Kelly Olynyk,202738,Isaiah Thomas,
137,21500336-560-1,21500336-560,dribble-hand-off,FALSE,4,0:50,12.16,203110,Draymond Green,2733,Shaun Livingston,
138,21500336-591-1,21500336-591,dribble-hand-off,TRUE,5,4:28,17.15,101161,Amir Johnson,203482,Kelly Olynyk,FAKE
139,21500336-593-1,21500336-593,dribble-hand-off,TRUE,5,4:04,6.18,203105,Festus Ezeli,2733,Shaun Livingston,
140,21500336-603-1,21500336-603,dribble-hand-off,FALSE,5,3:36,18.99,202738,Isaiah Thomas,101161,Amir Johnson,
141,21500336-603-2,21500336-603,dribble-hand-off,FALSE,5,3:28,10.47,202738,Isaiah Thomas,101161,Amir Johnson,
142,21500336-610-1,21500336-610,dribble-hand-off,FALSE,5,2:55,18.56,202738,Isaiah Thomas,202323,Evan Turner,
143,21500336-610-2,21500336-610,dribble-hand-off,FALSE,5,2:50,14.2,202323,Evan Turner,203482,Kelly Olynyk,
144,21500336-618-1,21500336-618,dribble-hand-off,FALSE,5,1:59,18.56,203096,Jared Sullinger,202323,Evan Turner,
145,21500336-629-1,21500336-629,dribble-hand-off,FALSE,5,1:26,14.74,201939,Stephen Curry,101106,Andrew Bogut,
146,21500336-632-1,21500336-632,dribble-hand-off,TRUE,5,0:56,16.49,203110,Draymond Green,201939,Stephen Curry,
147,21500336-636-1,21500336-636,dribble-hand-off,FALSE,5,0:16,16.18,202738,Isaiah Thomas,202323,Evan Turner,
148,21500336-636-2,21500336-636,dribble-hand-off,FALSE,5,0:16,15.98,202323,Evan Turner,202738,Isaiah Thomas,
149,21500336-653-1,21500336-653,dribble-hand-off,FALSE,6,4:53,18.5,202323,Evan Turner,203482,Kelly Olynyk,
150,21500336-653-2,21500336-653,dribble-hand-off,TRUE,6,4:49,14.7,101161,Amir Johnson,203109,Jae Crowder,
151,21500336-653-3,21500336-653,dribble-hand-off,FALSE,6,4:12,20.79,202323,Evan Turner,203482,Kelly Olynyk,
152,21500336-664-1,21500336-664,dribble-hand-off,FALSE,6,3:11,22.71,202323,Evan Turner,202738,Isaiah Thomas,
153,21500336-664-2,21500336-664,dribble-hand-off,FALSE,6,3:09,20.59,202738,Isaiah Thomas,202323,Evan Turner,
154,21500336-681-1,21500336-681,dribble-hand-off,FALSE,6,2:11,19,202738,Isaiah Thomas,202323,Evan Turner,
155,21500336-687-1,21500336-687,dribble-hand-off,FALSE,6,1:59,18.17,203110,Draymond Green,2733,Shaun Livingston,
156,21500336-687-2,21500336-687,dribble-hand-off,FALSE,6,1:53,13.29,201939,Stephen Curry,203110,Draymond Green,
157,21500336-690-1,21500336-690,dribble-hand-off,FALSE,6,1:31,4.98,203096,Jared Sullinger,202323,Evan Turner,
158,21500336-706-1,21500336-706,dribble-hand-off,FALSE,6,0:17,0,201939,Stephen Curry,2733,Shaun Livingston,
159,21500336-729-1,21500336-729,dribble-hand-off,FALSE,6,0:13,0,202738,Isaiah Thomas,203482,Kelly Olynyk,
160,21500336-729-2,21500336-729,dribble-hand-off,FALSE,6,0:13,0,203482,Kelly Olynyk,202738,Isaiah Thomas,
