,event_id,classification_type,classification,period,game_clock,shot_clock,
32,21500482137,dribble-hand-off,FALSE,2,8:56,9.75,
33,21500482139,dribble-hand-off,FALSE,2,8:36,7.36,
34,21500482156,dribble-hand-off,TRUE,2,7:56,22.12,
35,21500482159,dribble-hand-off,TRUE,2,7:30,12.22,
36,21500482167,dribble-hand-off,FALSE,2,6:33,12.82,
37,21500482172,dribble-hand-off,FALSE,2,6:23,16.1,
38,21500482172,dribble-hand-off,FALSE,2,6:21,12.23,
39,21500482174,dribble-hand-off,FALSE,2,5:47,10.57,
40,21500482176,dribble-hand-off,FALSE,2,5:16,14.92,
41,21500482176,dribble-hand-off,TRUE,2,5:15,14.23,
42,21500482186,dribble-hand-off,FALSE,2,4:22,13.98,
43,21500482188,dribble-hand-off,FALSE,2,4:01,17.11,
44,21500482194,dribble-hand-off,TRUE,2,3:47,13.91,
45,21500482194,dribble-hand-off,FALSE,2,3:40,5.19,
46,21500482203,dribble-hand-off,TRUE,2,3:12,10.99,
47,21500482206,dribble-hand-off,TRUE,2,2:59,12.33,
48,21500482206,dribble-hand-off,FALSE,2,2:57,11.37,
49,21500482222,dribble-hand-off,TRUE,2,1:49,17.43,
50,21500482222,dribble-hand-off,FALSE,2,1:47,14.03,
51,21500482223,dribble-hand-off,FALSE,2,1:26,12.92,
52,21500482225,dribble-hand-off,FALSE,2,1:10,16.91,
53,21500482225,dribble-hand-off,FALSE,2,1:06,13.67,
54,21500482225,dribble-hand-off,FALSE,2,1:06,13.43,
55,21500482225,dribble-hand-off,FALSE,2,1:04,11.55,
56,21500482225,dribble-hand-off,FALSE,2,1:01,8.39,
57,21500482235,dribble-hand-off,FALSE,2,0:38,14.76,
58,21500482235,dribble-hand-off,FALSE,2,0:37,13.72,
59,21500482238,dribble-hand-off,FALSE,2,0:11,6.96,
60,21500482238,dribble-hand-off,FALSE,2,0:07,3.93,
61,21500482245,dribble-hand-off,FALSE,3,11:27,5.89,
62,21500482249,dribble-hand-off,FALSE,3,10:40,16.75,
63,21500482249,dribble-hand-off,FALSE,3,10:35,11.22,
64,21500482252,dribble-hand-off,FALSE,3,10:15,8.54,
65,21500482262,dribble-hand-off,TRUE,3,8:59,13.72,
66,21500482266,dribble-hand-off,FALSE,3,8:33,10.27,
67,21500482266,dribble-hand-off,FALSE,3,8:32,9.01,
68,21500482266,dribble-hand-off,TRUE,3,8:30,7.9,
69,21500482267,dribble-hand-off,TRUE,3,8:09,8.39,
70,21500482272,dribble-hand-off,FALSE,3,7:28,6.22,
71,21500482275,dribble-hand-off,FALSE,3,6:59,14.48,
72,21500482275,dribble-hand-off,FALSE,3,6:58,13.32,
73,21500482277,dribble-hand-off,TRUE,3,6:33,15.89,FAKE
74,21500482278,dribble-hand-off,FALSE,3,6:26,20.71,
75,21500482278,dribble-hand-off,FALSE,3,6:24,18.94,
76,21500482282,dribble-hand-off,TRUE,3,6:15,15.27,
77,21500482282,dribble-hand-off,FALSE,3,6:12,13.87,
78,21500482285,dribble-hand-off,FALSE,3,5:58,13.72,
79,21500482286,dribble-hand-off,FALSE,3,5:46,14.26,
80,21500482287,dribble-hand-off,FALSE,3,5:31,13.71,
81,21500482288,dribble-hand-off,TRUE,3,4:48,6.2,
82,21500482288,dribble-hand-off,FALSE,3,4:45,4.08,
83,21500482291,dribble-hand-off,FALSE,3,4:45,3.95,
84,21500482307,dribble-hand-off,FALSE,3,3:26,10.73,
85,21500482316,dribble-hand-off,TRUE,3,3:09,16.08,
86,21500482316,dribble-hand-off,FALSE,3,3:07,14.88,
87,21500482333,dribble-hand-off,FALSE,3,1:44,10.09,
88,21500482333,dribble-hand-off,TRUE,3,1:42,7.82,
89,21500482338,dribble-hand-off,FALSE,3,1:00,8.9,
90,21500482345,dribble-hand-off,FALSE,3,0:46,7.31,
91,21500482345,dribble-hand-off,FALSE,3,0:42,5.93,
92,21500482371,dribble-hand-off,FALSE,4,11:34,14.21,
93,21500482371,dribble-hand-off,FALSE,4,11:32,12.6,
94,21500482393,dribble-hand-off,FALSE,4,9:24,16.96,
95,21500482393,dribble-hand-off,TRUE,4,9:23,15.6,
96,21500482408,dribble-hand-off,TRUE,4,8:14,18,
97,21500482416,dribble-hand-off,TRUE,4,7:18,16.16,
98,21500482416,dribble-hand-off,TRUE,4,7:10,7.6,
99,21500482427,dribble-hand-off,TRUE,4,6:17,14.19,FAKE
100,21500482427,dribble-hand-off,TRUE,4,6:16,13.73,
101,21500482449,dribble-hand-off,FALSE,4,3:07,18.56,
102,21500482449,dribble-hand-off,FALSE,4,3:06,15.69,
103,21500482449,dribble-hand-off,FALSE,4,3:04,14.78,
104,21500482458,dribble-hand-off,FALSE,4,2:45,12.3,
105,21500482458,dribble-hand-off,FALSE,4,2:44,11.39,
106,21500482465,dribble-hand-off,FALSE,4,2:04,13.28,
107,21500482465,dribble-hand-off,FALSE,4,2:03,11.96,
108,21500482465,dribble-hand-off,FALSE,4,2:00,9.36,
,,,,,,,
,,,31,,,0.508196721,
,,,78,,,0.537037037,
