,candidate_id,event_id,classification_type,manual_label,period,game_clock,shot_clock,player_a,player_b,notes
19,21500476-046-1,21500476-046,dribble-hand-off,FALSE,1,6:42,10.47,Lou Williams,Roy Hibbert,
20,21500476-046-2,21500476-046,dribble-hand-off,TRUE,1,6:40,9.64,Roy Hibbert,Lou Williams,
21,21500476-051-1,21500476-051,dribble-hand-off,TRUE,1,6:31,14.4,Kelly Olynyk,Isaiah Thomas,
22,21500476-051-2,21500476-051,dribble-hand-off,FALSE,1,6:30,14.28,Isaiah Thomas,Kelly Olynyk,
23,21500476-055-1,21500476-055,dribble-hand-off,TRUE,1,6:08,16.3,Kelly Olynyk,Jae Crowder,
24,21500476-055-2,21500476-055,dribble-hand-off,FALSE,1,6:08,16.1,Jae Crowder,Kelly Olynyk,
25,21500476-055-3,21500476-055,dribble-hand-off,FALSE,1,6:08,15.86,Kelly Olynyk,Jae Crowder,
26,21500476-057-1,21500476-057,dribble-hand-off,FALSE,1,5:57,17.53,Lou Williams,Jordan Clarkson,
27,21500476-067-1,21500476-067,dribble-hand-off,TRUE,1,5:37,8.34,Larry Nance Jr.,Jordan Clarkson,FAKE
28,21500476-067-2,21500476-067,dribble-hand-off,FALSE,1,5:37,8.3,Jordan Clarkson,Larry Nance Jr.,
29,21500476-067-3,21500476-067,dribble-hand-off,TRUE,1,5:31,5.99,Roy Hibbert,Jordan Clarkson,
30,21500476-073-1,21500476-073,dribble-hand-off,FALSE,1,5:06,16.7,Kelly Olynyk,Isaiah Thomas,
31,21500476-073-2,21500476-073,dribble-hand-off,FALSE,1,5:03,11.55,Isaiah Thomas,Kelly Olynyk,
32,21500476-075-1,21500476-075,dribble-hand-off,FALSE,1,4:51,16.45,Jordan Clarkson,Kobe Bryant,
33,21500476-076-1,21500476-076,dribble-hand-off,TRUE,1,4:42,17.46,Kelly Olynyk,Isaiah Thomas,
34,21500476-079-1,21500476-079,dribble-hand-off,FALSE,1,4:33,10.4,Isaiah Thomas,Jared Sullinger,
35,21500476-079-2,21500476-079,dribble-hand-off,FALSE,1,4:31,8.76,Kelly Olynyk,Jae Crowder,
36,21500476-085-1,21500476-085,dribble-hand-off,TRUE,1,4:14,12.02,Jordan Clarkson,D'Angelo Russell,
37,21500476-095-1,21500476-095,dribble-hand-off,TRUE,1,3:47,24,Jordan Clarkson,D'Angelo Russell,
38,21500476-107-1,21500476-107,dribble-hand-off,TRUE,1,2:44,7.9,Brandon Bass,Nick Young,
39,21500476-110-1,21500476-110,dribble-hand-off,FALSE,1,2:32,16.54,Evan Turner,Isaiah Thomas,
40,21500476-115-1,21500476-115,dribble-hand-off,FALSE,1,2:15,12.25,D'Angelo Russell,Brandon Bass,
41,21500476-115-2,21500476-115,dribble-hand-off,FALSE,1,2:15,12.19,Brandon Bass,Nick Young,
42,21500476-121-1,21500476-121,dribble-hand-off,TRUE,1,2:02,18.98,Evan Turner,Jonas Jerebko,
43,21500476-124-1,21500476-124,dribble-hand-off,TRUE,1,1:37,17.94,Jonas Jerebko,Jae Crowder,
44,21500476-124-2,21500476-124,dribble-hand-off,FALSE,1,1:36,16.94,Jae Crowder,Jonas Jerebko,
45,21500476-129-1,21500476-129,dribble-hand-off,FALSE,1,1:26,18.73,D'Angelo Russell,Jordan Clarkson,
46,21500476-132-1,21500476-132,dribble-hand-off,FALSE,1,1:11,11.67,Jonas Jerebko,Kelly Olynyk,
47,21500476-132-2,21500476-132,dribble-hand-off,FALSE,1,1:10,11.12,Kelly Olynyk,Evan Turner,
48,21500476-140-1,21500476-140,dribble-hand-off,FALSE,1,0:42,9.05,Kelly Olynyk,Evan Turner,
49,21500476-143-1,21500476-143,dribble-hand-off,FALSE,1,0:21,0,Julius Randle,Jordan Clarkson,
50,21500476-143-2,21500476-143,dribble-hand-off,FALSE,1,0:05,0,Jordan Clarkson,Julius Randle,
51,21500476-150-1,21500476-150,dribble-hand-off,FALSE,2,11:53,13.81,D'Angelo Russell,Julius Randle,
52,21500476-151-1,21500476-151,dribble-hand-off,FALSE,2,11:39,15.66,Evan Turner,David Lee,
53,21500476-158-1,21500476-158,dribble-hand-off,FALSE,2,11:20,15.87,Evan Turner,Kelly Olynyk,
54,21500476-158-2,21500476-158,dribble-hand-off,TRUE,2,11:18,15.44,Kelly Olynyk,Avery Bradley,
55,21500476-160-1,21500476-160,dribble-hand-off,FALSE,2,10:54,18.58,Evan Turner,Kelly Olynyk,
56,21500476-167-1,21500476-167,dribble-hand-off,FALSE,2,10:04,10.89,Brandon Bass,D'Angelo Russell,
57,21500476-168-1,21500476-168,dribble-hand-off,FALSE,2,9:52,23.55,Evan Turner,David Lee,
58,21500476-168-2,21500476-168,dribble-hand-off,TRUE,2,9:51,23.67,David Lee,Avery Bradley,
59,21500476-177-1,21500476-177,dribble-hand-off,FALSE,2,9:10,24,Evan Turner,James Young,
60,21500476-177-2,21500476-177,dribble-hand-off,FALSE,2,9:05,24,David Lee,Evan Turner,
61,21500476-178-1,21500476-178,dribble-hand-off,TRUE,2,8:42,11.08,Brandon Bass,Lou Williams,
62,21500476-179-1,21500476-179,dribble-hand-off,TRUE,2,8:24,14.34,Amir Johnson,James Young,
63,21500476-187-1,21500476-187,dribble-hand-off,FALSE,2,7:30,1.69,D'Angelo Russell,Brandon Bass,pick-n-roll
64,21500476-187-2,21500476-187,dribble-hand-off,FALSE,2,7:30,1.21,Brandon Bass,D'Angelo Russell,pick-n-roll
65,21500476-187-3,21500476-187,dribble-hand-off,FALSE,2,7:29,0.45,D'Angelo Russell,Brandon Bass,pick-n-roll
66,21500476-197-1,21500476-197,dribble-hand-off,FALSE,2,6:47,19.28,Evan Turner,David Lee,
67,21500476-198-1,21500476-198,dribble-hand-off,FALSE,2,6:29,12.76,D'Angelo Russell,Kobe Bryant,
68,21500476-200-1,21500476-200,dribble-hand-off,FALSE,2,6:19,20.88,Amir Johnson,Evan Turner,
69,21500476-204-1,21500476-204,dribble-hand-off,FALSE,2,6:09,11.9,Lou Williams,Roy Hibbert,
70,21500476-204-2,21500476-204,dribble-hand-off,TRUE,2,6:05,10.35,Roy Hibbert,Kobe Bryant,
71,21500476-214-1,21500476-214,dribble-hand-off,FALSE,2,5:14,17.13,Isaiah Thomas,Jae Crowder,
72,21500476-216-1,21500476-216,dribble-hand-off,FALSE,2,4:39,22.39,Avery Bradley,Isaiah Thomas,
73,21500476-216-2,21500476-216,dribble-hand-off,FALSE,2,4:30,15.48,Isaiah Thomas,Amir Johnson,
74,21500476-216-3,21500476-216,dribble-hand-off,TRUE,2,4:28,13.58,Amir Johnson,Isaiah Thomas,
75,21500476-216-4,21500476-216,dribble-hand-off,FALSE,2,4:26,11.96,Isaiah Thomas,Jared Sullinger,
76,21500476-247-1,21500476-247,dribble-hand-off,FALSE,2,1:47,7.75,Jordan Clarkson,Roy Hibbert,
77,21500476-247-2,21500476-247,dribble-hand-off,FALSE,2,1:36,3.87,Lou Williams,Julius Randle,
78,21500476-257-1,21500476-257,dribble-hand-off,FALSE,2,0:31,17.21,Jordan Clarkson,Lou Williams,
79,21500476-264-1,21500476-264,dribble-hand-off,FALSE,2,0:09,0,Jae Crowder,Kelly Olynyk,
80,21500476-269-1,21500476-269,dribble-hand-off,TRUE,3,11:51,9.93,Roy Hibbert,Jordan Clarkson,
81,21500476-269-2,21500476-269,dribble-hand-off,TRUE,3,11:47,8.44,Roy Hibbert,Kobe Bryant,
82,21500476-269-3,21500476-269,dribble-hand-off,FALSE,3,11:45,7.88,Kobe Bryant,Roy Hibbert,
83,21500476-271-1,21500476-271,dribble-hand-off,FALSE,3,11:30,14.18,Jae Crowder,Jared Sullinger,
84,21500476-271-2,21500476-271,dribble-hand-off,TRUE,3,11:27,11.06,Jared Sullinger,Avery Bradley,
85,21500476-271-3,21500476-271,dribble-hand-off,FALSE,3,11:26,9.94,Avery Bradley,Jared Sullinger,
86,21500476-271-4,21500476-271,dribble-hand-off,TRUE,3,11:25,8.59,Jared Sullinger,Avery Bradley,FAKE
87,21500476-271-5,21500476-271,dribble-hand-off,FALSE,3,11:25,8.51,Avery Bradley,Jared Sullinger,
88,21500476-273-1,21500476-273,dribble-hand-off,TRUE,3,11:07,23.97,Larry Nance Jr.,Lou Williams,
89,21500476-274-1,21500476-274,dribble-hand-off,FALSE,3,10:54,18.57,Jared Sullinger,Isaiah Thomas,
90,21500476-287-1,21500476-287,dribble-hand-off,FALSE,3,10:17,7.77,Jordan Clarkson,Roy Hibbert,
91,21500476-287-2,21500476-287,dribble-hand-off,FALSE,3,10:11,6.02,Jordan Clarkson,Roy Hibbert,
92,21500476-287-3,21500476-287,dribble-hand-off,TRUE,3,10:11,5.9,Roy Hibbert,Jordan Clarkson,
93,21500476-292-1,21500476-292,dribble-hand-off,FALSE,3,9:01,12.05,Jordan Clarkson,Roy Hibbert,
94,21500476-297-1,21500476-297,dribble-hand-off,FALSE,3,8:28,18.77,Kelly Olynyk,Jared Sullinger,
95,21500476-303-1,21500476-303,dribble-hand-off,TRUE,3,7:46,15.4,Jared Sullinger,Jae Crowder,
96,21500476-313-1,21500476-313,dribble-hand-off,FALSE,3,7:00,17.2,Roy Hibbert,Larry Nance Jr.,
97,21500476-313-2,21500476-313,dribble-hand-off,FALSE,3,6:55,12.17,Jordan Clarkson,Kobe Bryant,
98,21500476-313-3,21500476-313,dribble-hand-off,FALSE,3,6:55,12.05,Kobe Bryant,Jordan Clarkson,
99,21500476-316-1,21500476-316,dribble-hand-off,FALSE,3,6:36,22.79,Jared Sullinger,Jae Crowder,
100,21500476-318-1,21500476-318,dribble-hand-off,FALSE,3,6:28,15.28,Lou Williams,Kobe Bryant,
101,21500476-327-1,21500476-327,dribble-hand-off,TRUE,3,5:42,10.15,Jared Sullinger,Avery Bradley,
102,21500476-328-1,21500476-328,dribble-hand-off,FALSE,3,5:17,7.12,Jordan Clarkson,Roy Hibbert,
103,21500476-328-2,21500476-328,dribble-hand-off,FALSE,3,5:14,3.72,Roy Hibbert,Jordan Clarkson,
104,21500476-329-1,21500476-329,dribble-hand-off,TRUE,3,4:58,14.07,Jared Sullinger,Avery Bradley,FAKE
105,21500476-329-2,21500476-329,dribble-hand-off,FALSE,3,4:58,13.99,Avery Bradley,Jared Sullinger,
106,21500476-336-1,21500476-336,dribble-hand-off,TRUE,3,4:31,15.31,Roy Hibbert,Jordan Clarkson,
107,21500476-347-1,21500476-347,dribble-hand-off,FALSE,3,4:06,15.99,Amir Johnson,Jared Sullinger,
108,21500476-354-1,21500476-354,dribble-hand-off,FALSE,3,3:51,11.28,Evan Turner,Amir Johnson,
109,21500476-354-2,21500476-354,dribble-hand-off,TRUE,3,3:50,11.09,Amir Johnson,Evan Turner,
110,21500476-355-1,21500476-355,dribble-hand-off,TRUE,3,3:23,11.26,Roy Hibbert,D'Angelo Russell,doesn't cross screen
111,21500476-356-1,21500476-356,dribble-hand-off,FALSE,3,3:05,20.03,Isaiah Thomas,Jared Sullinger,
112,21500476-371-1,21500476-371,dribble-hand-off,TRUE,3,2:01,19.39,D'Angelo Russell,Nick Young,
113,21500476-377-1,21500476-377,dribble-hand-off,TRUE,3,1:40,10.97,Jonas Jerebko,Marcus Smart,
114,21500476-378-1,21500476-378,dribble-hand-off,FALSE,3,1:23,17.18,D'Angelo Russell,Brandon Bass,
115,21500476-383-1,21500476-383,dribble-hand-off,FALSE,3,0:48,16.45,Evan Turner,Amir Johnson,
116,21500476-383-2,21500476-383,dribble-hand-off,TRUE,3,0:46,14.79,Amir Johnson,Isaiah Thomas,
117,21500476-383-3,21500476-383,dribble-hand-off,FALSE,3,0:43,12.89,Jonas Jerebko,Isaiah Thomas,
118,21500476-393-1,21500476-393,dribble-hand-off,FALSE,4,11:51,15.21,Marcus Smart,Amir Johnson,
119,21500476-393-2,21500476-393,dribble-hand-off,FALSE,4,11:51,15.2,Amir Johnson,Marcus Smart,
120,21500476-394-1,21500476-394,dribble-hand-off,FALSE,4,11:48,10.49,Evan Turner,Jonas Jerebko,
121,21500476-395-1,21500476-395,dribble-hand-off,TRUE,4,11:43,12.4,Amir Johnson,Evan Turner,
122,21500476-396-1,21500476-396,dribble-hand-off,TRUE,4,11:25,12.38,Julius Randle,Jordan Clarkson,
123,21500476-397-1,21500476-397,dribble-hand-off,FALSE,4,11:12,17.44,Marcus Smart,Jonas Jerebko,
124,21500476-399-1,21500476-399,dribble-hand-off,FALSE,4,10:59,15.33,D'Angelo Russell,Julius Randle,
125,21500476-411-1,21500476-411,dribble-hand-off,FALSE,4,10:15,8.49,Brandon Bass,Nick Young,
126,21500476-411-2,21500476-411,dribble-hand-off,FALSE,4,10:14,7.69,Nick Young,Brandon Bass,
127,21500476-417-1,21500476-417,dribble-hand-off,TRUE,4,9:52,12.58,Lou Williams,D'Angelo Russell,
128,21500476-417-2,21500476-417,dribble-hand-off,FALSE,4,9:49,11.82,D'Angelo Russell,Lou Williams,
129,21500476-417-3,21500476-417,dribble-hand-off,FALSE,4,9:44,10.53,Lou Williams,Julius Randle,
130,21500476-437-1,21500476-437,dribble-hand-off,FALSE,4,8:32,23.26,Marcus Smart,Evan Turner,
131,21500476-441-1,21500476-441,dribble-hand-off,FALSE,4,7:38,9.35,D'Angelo Russell,Brandon Bass,
132,21500476-448-1,21500476-448,dribble-hand-off,FALSE,4,7:19,16.94,D'Angelo Russell,Kobe Bryant,
133,21500476-448-2,21500476-448,dribble-hand-off,FALSE,4,7:18,16.91,Kobe Bryant,D'Angelo Russell,
134,21500476-448-3,21500476-448,dribble-hand-off,TRUE,4,7:13,13.63,Brandon Bass,Kobe Bryant,
135,21500476-453-1,21500476-453,dribble-hand-off,FALSE,4,7:05,9.26,Isaiah Thomas,Jae Crowder,
136,21500476-454-1,21500476-454,dribble-hand-off,FALSE,4,6:46,24,D'Angelo Russell,Julius Randle,
137,21500476-463-1,21500476-463,dribble-hand-off,FALSE,4,6:00,7.57,Kobe Bryant,Brandon Bass,
138,21500476-468-1,21500476-468,dribble-hand-off,FALSE,4,5:11,10.27,D'Angelo Russell,Brandon Bass,
139,21500476-468-2,21500476-468,dribble-hand-off,FALSE,4,5:11,10.13,Brandon Bass,D'Angelo Russell,
140,21500476-470-1,21500476-470,dribble-hand-off,FALSE,4,4:45,15.99,Evan Turner,Jae Crowder,
141,21500476-476-1,21500476-476,dribble-hand-off,TRUE,4,4:23,5.45,Brandon Bass,Kobe Bryant,
142,21500476-476-2,21500476-476,dribble-hand-off,FALSE,4,4:15,2.91,Kobe Bryant,Lou Williams,
143,21500476-476-3,21500476-476,dribble-hand-off,FALSE,4,4:14,2.54,Lou Williams,Kobe Bryant,
144,21500476-486-1,21500476-486,dribble-hand-off,FALSE,4,3:48,18.87,Avery Bradley,Evan Turner,
145,21500476-486-2,21500476-486,dribble-hand-off,FALSE,4,3:47,17.83,Evan Turner,David Lee,
146,21500476-486-3,21500476-486,dribble-hand-off,TRUE,4,3:46,17.11,David Lee,Isaiah Thomas,
147,21500476-486-4,21500476-486,dribble-hand-off,FALSE,4,3:43,14.27,Isaiah Thomas,Evan Turner,
148,21500476-498-1,21500476-498,dribble-hand-off,TRUE,4,2:26,17.74,David Lee,Jae Crowder,
149,21500476-498-2,21500476-498,dribble-hand-off,TRUE,4,2:25,16.4,Jae Crowder,Isaiah Thomas,
150,21500476-498-3,21500476-498,dribble-hand-off,FALSE,4,2:23,11.67,Isaiah Thomas,David Lee,
151,21500476-498-4,21500476-498,dribble-hand-off,FALSE,4,2:22,11.66,David Lee,Jae Crowder,
152,21500476-502-1,21500476-502,dribble-hand-off,FALSE,4,1:49,15.23,Jordan Clarkson,Brandon Bass,
153,21500476-507-1,21500476-507,dribble-hand-off,TRUE,4,1:19,10,Jordan Clarkson,Lou Williams,
154,21500476-507-2,21500476-507,dribble-hand-off,FALSE,4,1:15,7.04,Lou Williams,Brandon Bass,
155,21500476-514-1,21500476-514,dribble-hand-off,FALSE,4,0:55,14.03,Jordan Clarkson,Brandon Bass,
156,21500476-526-1,21500476-526,dribble-hand-off,TRUE,4,0:29,11.51,Brandon Bass,Kobe Bryant,
157,21500476-545-1,21500476-545,dribble-hand-off,FALSE,4,0:23,0,Nick Young,Kobe Bryant,
158,21500476-545-2,21500476-545,dribble-hand-off,FALSE,4,0:23,0,Brandon Bass,Jordan Clarkson,
,,,,,,,,,,
,,,,110,,,,,,
