,candidate_id,event_id,classification_type,classification,period,game_clock,shot_clock,player_a,player_b,notes
36,21500079-140-1,21500079-140,dribble-hand-off,TRUE,2,10:07,13.11,Lance Thomas,Langston Galloway,
37,21500079-146-1,21500079-146,dribble-hand-off,TRUE,2,9:49,9.86,Miles Plumlee,Greivis Vasquez,
38,21500079-154-1,21500079-154,dribble-hand-off,FALSE,2,9:29,13.13,Jerian Grant,Derrick Williams,
39,21500079-168-1,21500079-168,dribble-hand-off,FALSE,2,8:32,18.93,Langston Galloway,Kevin Seraphin,
40,21500079-174-1,21500079-174,dribble-hand-off,FALSE,2,8:31,18,Lance Thomas,Langston Galloway,
41,21500079-174-2,21500079-174,dribble-hand-off,TRUE,2,8:27,13.6,Kevin Seraphin,Langston Galloway,
42,21500079-176-1,21500079-176,dribble-hand-off,TRUE,2,8:08,9.53,Greg Monroe,Jerryd Bayless,
43,21500079-180-1,21500079-180,dribble-hand-off,FALSE,2,7:52,18.19,Jerryd Bayless,Tyler Ennis,
44,21500079-183-1,21500079-183,dribble-hand-off,TRUE,2,7:10,17.8,Khris Middleton,Jerryd Bayless,
45,21500079-185-1,21500079-185,dribble-hand-off,TRUE,2,6:56,17.45,Derrick Williams,Sasha Vujacic,
46,21500079-195-1,21500079-195,dribble-hand-off,FALSE,2,6:37,13.74,Khris Middleton,Greg Monroe,
47,21500079-199-1,21500079-199,dribble-hand-off,FALSE,2,6:19,22.87,Jose Calderon,Carmelo Anthony,
48,21500079-200-1,21500079-200,dribble-hand-off,FALSE,2,6:07,16.27,Tyler Ennis,Greg Monroe,
49,21500079-204-1,21500079-204,dribble-hand-off,TRUE,2,5:53,13.87,Robin Lopez,Sasha Vujacic,
50,21500079-204-2,21500079-204,dribble-hand-off,FALSE,2,5:52,13.59,Sasha Vujacic,Robin Lopez,
51,21500079-210-1,21500079-210,dribble-hand-off,TRUE,2,5:44,21.32,Kristaps Porzingis,Jose Calderon,
52,21500079-210-2,21500079-210,dribble-hand-off,FALSE,2,5:40,17.12,Sasha Vujacic,Carmelo Anthony,
53,21500079-231-1,21500079-231,dribble-hand-off,FALSE,2,4:07,24,Tyler Ennis,Giannis Antetokounmpo,
54,21500079-233-1,21500079-233,dribble-hand-off,FALSE,2,3:56,24,Jose Calderon,Robin Lopez,
55,21500079-255-1,21500079-255,dribble-hand-off,FALSE,2,2:21,13.25,Greg Monroe,Khris Middleton,
56,21500079-255-2,21500079-255,dribble-hand-off,FALSE,2,2:16,8.03,Khris Middleton,Chris Copeland,
57,21500079-295-1,21500079-295,dribble-hand-off,FALSE,2,0:06,0,Greivis Vasquez,Chris Copeland,
58,21500079-299-1,21500079-299,dribble-hand-off,FALSE,3,11:55,19.9,Tyler Ennis,Giannis Antetokounmpo,
59,21500079-302-1,21500079-302,dribble-hand-off,FALSE,3,11:28,14.44,Robin Lopez,Jose Calderon,
60,21500079-304-1,21500079-304,dribble-hand-off,TRUE,3,11:09,17.74,Robin Lopez,Jose Calderon,
61,21500079-304-2,21500079-304,dribble-hand-off,TRUE,3,11:08,16.71,Jose Calderon,Carmelo Anthony,
62,21500079-314-1,21500079-314,dribble-hand-off,FALSE,3,10:18,17.45,Jose Calderon,Kristaps Porzingis,
63,21500079-317-1,21500079-317,dribble-hand-off,FALSE,3,10:13,21.65,Sasha Vujacic,Jose Calderon,
64,21500079-318-1,21500079-318,dribble-hand-off,FALSE,3,9:53,22.05,Tyler Ennis,Giannis Antetokounmpo,
65,21500079-325-1,21500079-325,dribble-hand-off,FALSE,3,8:41,11.07,Khris Middleton,Greg Monroe,
66,21500079-332-1,21500079-332,dribble-hand-off,FALSE,3,7:59,2.93,Greg Monroe,Khris Middleton,
67,21500079-339-1,21500079-339,dribble-hand-off,FALSE,3,7:26,10.01,Carmelo Anthony,Robin Lopez,
68,21500079-340-1,21500079-340,dribble-hand-off,FALSE,3,7:09,14.7,Tyler Ennis,Greg Monroe,
69,21500079-343-1,21500079-343,dribble-hand-off,FALSE,3,6:54,20.7,Giannis Antetokounmpo,Tyler Ennis,
70,21500079-345-1,21500079-345,dribble-hand-off,FALSE,3,6:36,11.9,Jerian Grant,Robin Lopez,
71,21500079-354-1,21500079-354,dribble-hand-off,FALSE,3,6:01,20.46,Carmelo Anthony,Langston Galloway,
72,21500079-367-1,21500079-367,dribble-hand-off,TRUE,3,5:35,11.4,Greg Monroe,Greivis Vasquez,
73,21500079-369-1,21500079-369,dribble-hand-off,FALSE,3,5:23,18.55,Jerian Grant,Kristaps Porzingis,
74,21500079-369-2,21500079-369,dribble-hand-off,FALSE,3,5:22,17.51,Kristaps Porzingis,Jerian Grant,
75,21500079-388-1,21500079-388,dribble-hand-off,FALSE,3,4:16,19.33,Langston Galloway,Carmelo Anthony,
76,21500079-405-1,21500079-405,dribble-hand-off,TRUE,3,2:47,12.78,Kyle O'Quinn,Carmelo Anthony,
77,21500079-412-1,21500079-412,dribble-hand-off,FALSE,3,1:58,12.14,Greivis Vasquez,John Henson,
78,21500079-425-1,21500079-425,dribble-hand-off,FALSE,3,0:57,18.88,Greivis Vasquez,Johnny O'Bryant,
79,21500079-438-1,21500079-438,dribble-hand-off,FALSE,3,0:17,0,Johnny O'Bryant,Jerryd Bayless,
80,21500079-438-2,21500079-438,dribble-hand-off,FALSE,3,0:01,0,Greivis Vasquez,Jerryd Bayless,
81,21500079-445-1,21500079-445,dribble-hand-off,TRUE,4,11:51,14.6,Lance Thomas,Jerian Grant,
82,21500079-446-1,21500079-446,dribble-hand-off,TRUE,4,11:35,17.74,Jerryd Bayless,Greivis Vasquez,
83,21500079-447-1,21500079-447,dribble-hand-off,FALSE,4,11:26,17.59,Langston Galloway,Lance Thomas,
84,21500079-447-2,21500079-447,dribble-hand-off,TRUE,4,11:24,15.18,Lance Thomas,Jerian Grant,
85,21500079-449-1,21500079-449,dribble-hand-off,FALSE,4,11:08,18.35,Jerian Grant,Derrick Williams,
86,21500079-450-1,21500079-450,dribble-hand-off,TRUE,4,10:48,14.73,John Henson,Jerryd Bayless,
87,21500079-450-2,21500079-450,dribble-hand-off,FALSE,4,10:47,13.41,Jerryd Bayless,Greivis Vasquez,
88,21500079-452-1,21500079-452,dribble-hand-off,TRUE,4,10:26,12.56,Lance Thomas,Langston Galloway,
89,21500079-452-2,21500079-452,dribble-hand-off,FALSE,4,10:25,11.49,Langston Galloway,Lance Thomas,
90,21500079-463-1,21500079-463,dribble-hand-off,FALSE,4,10:02,19.73,Langston Galloway,Jerian Grant,
91,21500079-468-1,21500079-468,dribble-hand-off,TRUE,4,9:06,6.34,Chris Copeland,Jerryd Bayless,
92,21500079-490-1,21500079-490,dribble-hand-off,TRUE,4,7:39,7.98,John Henson,Greivis Vasquez,Vasquez goes in front of screen
93,21500079-497-8,21500079-497,dribble-hand-off,FALSE,4,6:40,9,Kristaps Porzingis,Sasha Vujacic,
94,21500079-542-1,21500079-542,dribble-hand-off,FALSE,4,2:54,13.47,Jerryd Bayless,Khris Middleton,
95,21500079-546-1,21500079-546,dribble-hand-off,FALSE,4,2:31,15.46,Kristaps Porzingis,Langston Galloway,
96,21500079-547-1,21500079-547,dribble-hand-off,FALSE,4,2:09,15.64,Jerryd Bayless,Greg Monroe,
97,21500079-547-2,21500079-547,dribble-hand-off,TRUE,4,2:06,13.17,Greg Monroe,Khris Middleton,
98,21500079-547-3,21500079-547,dribble-hand-off,FALSE,4,2:04,10.98,Khris Middleton,Greg Monroe,
99,21500079-547-4,21500079-547,dribble-hand-off,FALSE,4,2:03,10.24,Greg Monroe,Jerryd Bayless,
100,21500079-554-1,21500079-554,dribble-hand-off,FALSE,4,1:45,11.68,Carmelo Anthony,Robin Lopez,
101,21500079-555-1,21500079-555,dribble-hand-off,FALSE,4,1:27,14.33,Greg Monroe,Khris Middleton,
102,21500079-555-2,21500079-555,dribble-hand-off,FALSE,4,1:25,12.21,Khris Middleton,Greivis Vasquez,
103,21500079-555-3,21500079-555,dribble-hand-off,FALSE,4,1:23,10.01,Greivis Vasquez,Greg Monroe,
104,21500079-555-4,21500079-555,dribble-hand-off,FALSE,4,1:21,8.69,Greivis Vasquez,Greg Monroe,
105,21500079-569-1,21500079-569,dribble-hand-off,FALSE,4,0:44,14.61,Khris Middleton,Greivis Vasquez,
