,event_id,classification_type,classification,period,game_clock,shot_clock,
39,21500440160,dribble-hand-off,TRUE,2,7:59,8.2,
40,21500440167,dribble-hand-off,FALSE,2,7:38,7.11,
41,21500440173,dribble-hand-off,TRUE,2,7:25,20.1,
42,21500440183,dribble-hand-off,FALSE,2,7:05,18.97,
43,21500440184,dribble-hand-off,FALSE,2,6:43,17.71,
44,21500440193,dribble-hand-off,TRUE,2,5:49,3.01,
45,21500440196,dribble-hand-off,FALSE,2,5:15,14.92,
46,21500440196,dribble-hand-off,FALSE,2,5:12,12.3,
47,21500440204,dribble-hand-off,FALSE,2,5:02,8.98,
48,21500440204,dribble-hand-off,FALSE,2,4:58,7.83,
49,21500440219,dribble-hand-off,TRUE,2,3:54,17.37,
50,21500440225,dribble-hand-off,FALSE,2,3:18,16.87,
51,21500440232,dribble-hand-off,TRUE,2,2:45,9.96,
52,21500440236,dribble-hand-off,FALSE,2,2:29,13.61,
53,21500440240,dribble-hand-off,FALSE,2,2:17,14.37,
54,21500440255,dribble-hand-off,FALSE,2,1:17,18.16,
55,21500440268,dribble-hand-off,FALSE,2,0:28,16.64,
56,21500440276,dribble-hand-off,FALSE,3,11:57,15.46,
57,21500440276,dribble-hand-off,TRUE,3,11:52,14.4,
58,21500440277,dribble-hand-off,FALSE,3,11:41,18.22,
59,21500440277,dribble-hand-off,FALSE,3,11:38,14.42,
60,21500440277,dribble-hand-off,FALSE,3,11:35,11.9,
61,21500440281,dribble-hand-off,TRUE,3,10:59,8.29,
62,21500440282,dribble-hand-off,FALSE,3,10:49,16.29,
63,21500440284,dribble-hand-off,TRUE,3,10:25,9.18,
64,21500440287,dribble-hand-off,FALSE,3,9:59,16.18,
65,21500440293,dribble-hand-off,FALSE,3,9:15,11.59,
66,21500440300,dribble-hand-off,TRUE,3,8:26,9.43,
67,21500440303,dribble-hand-off,FALSE,3,8:03,18.8,
68,21500440305,dribble-hand-off,TRUE,3,7:54,18.29,
69,21500440305,dribble-hand-off,TRUE,3,7:53,17.29,
70,21500440308,dribble-hand-off,FALSE,3,7:20,10.06,
71,21500440308,dribble-hand-off,TRUE,3,7:18,7.9,
72,21500440310,dribble-hand-off,FALSE,3,6:59,15.12,
73,21500440313,dribble-hand-off,FALSE,3,6:29,13.62,
74,21500440313,dribble-hand-off,TRUE,3,6:23,7.83,
75,21500440314,dribble-hand-off,FALSE,3,6:10,18.17,
76,21500440315,dribble-hand-off,FALSE,3,5:58,20.1,
77,21500440315,dribble-hand-off,FALSE,3,5:57,19.1,
78,21500440315,dribble-hand-off,FALSE,3,5:56,17.9,
79,21500440315,dribble-hand-off,FALSE,3,5:49,11.42,
80,21500440316,dribble-hand-off,FALSE,3,5:32,12.88,
81,21500440316,dribble-hand-off,FALSE,3,5:31,11.89,
82,21500440320,dribble-hand-off,TRUE,3,5:14,8.62,
83,21500440320,dribble-hand-off,FALSE,3,5:10,8.25,
84,21500440321,dribble-hand-off,TRUE,3,4:59,24,FAKE
85,21500440322,dribble-hand-off,FALSE,3,4:46,16.29,
86,21500440327,dribble-hand-off,FALSE,3,4:06,16.17,
87,21500440337,dribble-hand-off,TRUE,3,3:06,10.89,
88,21500440340,dribble-hand-off,FALSE,3,2:35,24,
89,21500440356,dribble-hand-off,FALSE,3,1:41,9.53,
90,21500440356,dribble-hand-off,FALSE,3,1:31,4.57,
91,21500440359,dribble-hand-off,FALSE,3,1:05,10.64,
92,21500440367,dribble-hand-off,TRUE,3,0:53,11.12,
93,21500440367,dribble-hand-off,FALSE,3,0:50,10.57,
94,21500440370,dribble-hand-off,FALSE,3,0:32,12.45,
95,21500440372,dribble-hand-off,FALSE,3,0:16,7.66,
96,21500440383,dribble-hand-off,TRUE,4,11:55,7.48,
97,21500440383,dribble-hand-off,FALSE,4,11:51,7.23,
98,21500440383,dribble-hand-off,FALSE,4,11:48,6.95,
99,21500440385,dribble-hand-off,TRUE,4,11:35,16.45,FAKE
100,21500440385,dribble-hand-off,FALSE,4,11:34,16.16,
101,21500440385,dribble-hand-off,FALSE,4,11:33,14.71,
102,21500440387,dribble-hand-off,TRUE,4,11:00,14.74,
103,21500440389,dribble-hand-off,FALSE,4,10:50,17.23,
104,21500440389,dribble-hand-off,FALSE,4,10:49,16.92,
105,21500440395,dribble-hand-off,TRUE,4,10:39,11.35,
106,21500440395,dribble-hand-off,FALSE,4,10:34,9.71,
107,21500440405,dribble-hand-off,FALSE,4,9:49,11.12,
108,21500440405,dribble-hand-off,TRUE,4,9:45,10.86,FAKE
109,21500440405,dribble-hand-off,FALSE,4,9:41,10.58,
110,21500440409,dribble-hand-off,FALSE,4,9:20,11.14,
111,21500440409,dribble-hand-off,FALSE,4,9:18,10.2,
112,21500440410,dribble-hand-off,FALSE,4,9:05,15.29,
113,21500440415,dribble-hand-off,FALSE,4,8:17,13.94,
114,21500440415,dribble-hand-off,TRUE,4,8:12,9.92,
115,21500440431,dribble-hand-off,FALSE,4,7:07,13.54,
116,21500440434,dribble-hand-off,TRUE,4,6:22,9.56,
117,21500440445,dribble-hand-off,FALSE,4,4:45,13.06,
118,21500440445,dribble-hand-off,FALSE,4,4:40,7.1,
119,21500440445,dribble-hand-off,FALSE,4,4:40,6.89,
120,21500440458,dribble-hand-off,TRUE,4,3:52,6.41,
121,21500440468,dribble-hand-off,FALSE,4,2:47,19.73,
122,21500440468,dribble-hand-off,FALSE,4,2:45,18.06,
123,21500440471,dribble-hand-off,FALSE,4,2:13,11.05,
124,21500440481,dribble-hand-off,TRUE,4,1:17,9.94,
,,,,,,,
,,,41,,,0.872340426,
,,,83,,,0.88372093,
