,candidate_id,event_id,classification_type,classification,period,game_clock,shot_clock,player_a,player_b,notes
26,21500112-099-1,21500112-099,dribble-hand-off,FALSE,1,2:39,19.75,Eric Gordon,Ish Smith,
27,21500112-103-1,21500112-103,dribble-hand-off,TRUE,1,2:11,12.37,Wesley Matthews,Devin Harris,
28,21500112-105-1,21500112-105,dribble-hand-off,FALSE,1,1:53,13.84,Eric Gordon,Ish Smith,
29,21500112-112-1,21500112-112,dribble-hand-off,FALSE,1,0:52,18.05,Raymond Felton,Dirk Nowitzki,
30,21500112-149-1,21500112-149,dribble-hand-off,FALSE,2,10:31,15.98,Ish Smith,Omer Asik,
31,21500112-149-2,21500112-149,dribble-hand-off,TRUE,2,10:27,11.86,Omer Asik,Ish Smith,
32,21500112-151-1,21500112-151,dribble-hand-off,FALSE,2,10:17,19.32,Zaza Pachulia,Jose Juan Barea,
33,21500112-158-1,21500112-158,dribble-hand-off,FALSE,2,9:23,24,Zaza Pachulia,Dirk Nowitzki,
34,21500112-159-1,21500112-159,dribble-hand-off,TRUE,2,9:10,16.71,Anthony Davis,Ish Smith,
35,21500112-162-1,21500112-162,dribble-hand-off,TRUE,2,8:49,12.01,Dirk Nowitzki,Jose Juan Barea,
36,21500112-164-1,21500112-164,dribble-hand-off,TRUE,2,8:29,16.43,Toney Douglas,Ish Smith,
37,21500112-166-1,21500112-166,dribble-hand-off,FALSE,2,8:18,13.38,Jose Juan Barea,Dirk Nowitzki,
38,21500112-166-2,21500112-166,dribble-hand-off,TRUE,2,8:17,12.8,Dirk Nowitzki,Jose Juan Barea,
39,21500112-166-3,21500112-166,dribble-hand-off,FALSE,2,8:12,7.72,Dirk Nowitzki,Zaza Pachulia,
40,21500112-166-4,21500112-166,dribble-hand-off,FALSE,2,8:11,7.25,Zaza Pachulia,Chandler Parsons,
41,21500112-166-5,21500112-166,dribble-hand-off,FALSE,2,8:10,6.05,Chandler Parsons,Zaza Pachulia,
42,21500112-167-1,21500112-167,dribble-hand-off,TRUE,2,7:55,12.16,Anthony Davis,Toney Douglas,FAKE
43,21500112-167-2,21500112-167,dribble-hand-off,FALSE,2,7:55,11.97,Toney Douglas,Anthony Davis,
44,21500112-174-1,21500112-174,dribble-hand-off,TRUE,2,7:13,13.86,Charlie Villanueva,Devin Harris,
45,21500112-179-1,21500112-179,dribble-hand-off,FALSE,2,6:36,6.17,Ish Smith,Anthony Davis,
46,21500112-184-1,21500112-184,dribble-hand-off,FALSE,2,6:16,9.27,Jose Juan Barea,Zaza Pachulia,
47,21500112-184-2,21500112-184,dribble-hand-off,FALSE,2,6:16,8.91,Zaza Pachulia,Devin Harris,
48,21500112-204-1,21500112-204,dribble-hand-off,FALSE,2,4:29,20.11,Wesley Matthews,Deron Williams,
49,21500112-208-1,21500112-208,dribble-hand-off,TRUE,2,4:09,18.44,Wesley Matthews,Deron Williams,
50,21500112-216-1,21500112-216,dribble-hand-off,TRUE,2,3:47,17.4,Raymond Felton,Devin Harris,
51,21500112-218-1,21500112-218,dribble-hand-off,TRUE,2,3:24,6.71,Anthony Davis,Toney Douglas,FAKE
52,21500112-218-2,21500112-218,dribble-hand-off,FALSE,2,3:24,6.63,Toney Douglas,Anthony Davis,
53,21500112-222-1,21500112-222,dribble-hand-off,FALSE,2,3:12,4.7,Toney Douglas,Anthony Davis,
54,21500112-224-1,21500112-224,dribble-hand-off,FALSE,2,2:50,8.83,Raymond Felton,Dirk Nowitzki,
55,21500112-233-1,21500112-233,dribble-hand-off,FALSE,2,2:32,14.51,Toney Douglas,Ryan Anderson,
56,21500112-238-1,21500112-238,dribble-hand-off,FALSE,2,2:02,14.08,Eric Gordon,Toney Douglas,
57,21500112-243-1,21500112-243,dribble-hand-off,FALSE,2,1:21,6.43,Anthony Davis,Eric Gordon,
58,21500112-245-1,21500112-245,dribble-hand-off,TRUE,2,1:13,18.6,Chandler Parsons,Dwight Powell,
59,21500112-245-2,21500112-245,dribble-hand-off,FALSE,2,1:11,17.39,Dwight Powell,Deron Williams,
60,21500112-258-1,21500112-258,dribble-hand-off,FALSE,2,0:29,22.37,Chandler Parsons,Deron Williams,
61,21500112-258-2,21500112-258,dribble-hand-off,FALSE,2,0:25,18.72,Chandler Parsons,Zaza Pachulia,
62,21500112-268-1,21500112-268,dribble-hand-off,FALSE,3,11:52,16.55,Raymond Felton,Dirk Nowitzki,
63,21500112-268-2,21500112-268,dribble-hand-off,TRUE,3,11:51,15.79,Dirk Nowitzki,Deron Williams,
64,21500112-271-1,21500112-271,dribble-hand-off,FALSE,3,11:30,12.55,Zaza Pachulia,Deron Williams,
65,21500112-271-2,21500112-271,dribble-hand-off,FALSE,3,11:30,12.31,Deron Williams,Zaza Pachulia,
66,21500112-273-1,21500112-273,dribble-hand-off,TRUE,3,11:21,17.71,Jrue Holiday,Eric Gordon,
67,21500112-279-1,21500112-279,dribble-hand-off,FALSE,3,10:47,19.85,Zaza Pachulia,Dirk Nowitzki,
68,21500112-283-1,21500112-283,dribble-hand-off,FALSE,3,10:36,19.74,Luke Babbitt,Eric Gordon,
69,21500112-286-1,21500112-286,dribble-hand-off,FALSE,3,9:51,19.06,Deron Williams,Dirk Nowitzki,
70,21500112-286-2,21500112-286,dribble-hand-off,FALSE,3,9:51,18.93,Dirk Nowitzki,Zaza Pachulia,
71,21500112-294-1,21500112-294,dribble-hand-off,FALSE,3,8:57,6.04,Raymond Felton,Dirk Nowitzki,
72,21500112-309-1,21500112-309,dribble-hand-off,FALSE,3,8:00,17.07,Raymond Felton,Dirk Nowitzki,
73,21500112-318-1,21500112-318,dribble-hand-off,FALSE,3,7:39,17.51,Raymond Felton,Dirk Nowitzki,
74,21500112-318-2,21500112-318,dribble-hand-off,FALSE,3,7:33,12.76,Raymond Felton,Dirk Nowitzki,
75,21500112-320-1,21500112-320,dribble-hand-off,FALSE,3,7:21,19.6,Jrue Holiday,Alonzo Gee,
76,21500112-373-1,21500112-373,dribble-hand-off,FALSE,3,4:04,15.04,Deron Williams,Charlie Villanueva,
77,21500112-386-1,21500112-386,dribble-hand-off,TRUE,3,3:07,10.83,Dwight Powell,Jose Juan Barea,
78,21500112-415-1,21500112-415,dribble-hand-off,TRUE,3,1:38,19.5,Toney Douglas,Ish Smith,
79,21500112-417-1,21500112-417,dribble-hand-off,TRUE,3,1:17,18.8,Luke Babbitt,Ish Smith,
80,21500112-418-1,21500112-418,dribble-hand-off,TRUE,3,0:57,13.51,Charlie Villanueva,Devin Harris,
81,21500112-419-1,21500112-419,dribble-hand-off,FALSE,3,0:44,17.34,Ish Smith,Toney Douglas,
82,21500112-453-1,21500112-453,dribble-hand-off,TRUE,4,11:10,17.96,Jose Juan Barea,Devin Harris,
83,21500112-473-1,21500112-473,dribble-hand-off,TRUE,4,9:05,16.97,Ryan Anderson,Jrue Holiday,
84,21500112-473-2,21500112-473,dribble-hand-off,FALSE,4,8:59,10.86,Jrue Holiday,Ryan Anderson,
85,21500112-479-1,21500112-479,dribble-hand-off,FALSE,4,8:20,16.28,Justin Anderson,Charlie Villanueva,
86,21500112-481-1,21500112-481,dribble-hand-off,TRUE,4,8:01,17.28,Charlie Villanueva,Raymond Felton,
87,21500112-481-2,21500112-481,dribble-hand-off,FALSE,4,7:57,13.18,Charlie Villanueva,Raymond Felton,
88,21500112-493-1,21500112-493,dribble-hand-off,TRUE,4,7:01,14.4,Charlie Villanueva,Justin Anderson,
89,21500112-494-1,21500112-494,dribble-hand-off,FALSE,4,6:49,18.89,Toney Douglas,Ish Smith,
90,21500112-507-1,21500112-507,dribble-hand-off,FALSE,4,5:58,15,Ish Smith,Luke Babbitt,
91,21500112-518-1,21500112-518,dribble-hand-off,TRUE,4,5:21,19.55,Jose Juan Barea,Justin Anderson,
92,21500112-518-2,21500112-518,dribble-hand-off,FALSE,4,5:13,10.94,Salah Mejri,Justin Anderson,
93,21500112-533-1,21500112-533,dribble-hand-off,FALSE,4,4:06,18.22,Toney Douglas,Alexis Ajinca,
94,21500112-533-2,21500112-533,dribble-hand-off,FALSE,4,4:06,17.86,Alexis Ajinca,Toney Douglas,
95,21500112-542-1,21500112-542,dribble-hand-off,FALSE,4,3:44,24,Ish Smith,Alexis Ajinca,
96,21500112-545-1,21500112-545,dribble-hand-off,TRUE,4,3:18,18.52,Toney Douglas,Ish Smith,
97,21500112-561-1,21500112-561,dribble-hand-off,TRUE,4,2:00,18.33,Jose Juan Barea,Justin Anderson,
98,21500112-566-1,21500112-566,dribble-hand-off,FALSE,4,1:02,19.19,Jose Juan Barea,Justin Anderson,
99,21500112-570-1,21500112-570,dribble-hand-off,FALSE,4,0:26,19.26,Jose Juan Barea,Justin Anderson,
100,21500112-571-1,21500112-571,dribble-hand-off,FALSE,4,0:19,0,Toney Douglas,Jimmer Fredette,
101,21500112-572-1,21500112-572,dribble-hand-off,FALSE,4,0:11,0,Jose Juan Barea,Salah Mejri,
